商品,日期,总库存,增持/减持,总价值
黄金,2017/4/3,836.76,4.44,33542246496.9
黄金,2017/3/30,832.32,-1.19,33407084605.28
黄金,2017/3/28,833.51,-1.77,33681817202.95
黄金,2017/3/27,835.28,2.66,33762059921.18
黄金,2017/3/24,832.62,-1.78,33386375208.64
黄金,2017/3/21,834.4,4.15,33300460532.36
黄金,2017/3/20,830.25,-3.85,32889747011.64
黄金,2017/3/17,834.1,-2.96,32968282631.46
黄金,2017/3/16,837.06,-2.37,33078991985.27
黄金,2017/3/15,839.43,4.44,32348497342.14
黄金,2017/3/14,834.99,2.96,32333338702.81
黄金,2017/3/13,832.03,6.81,32208293681.21
黄金,2017/3/10,825.22,-8.88,31904498741.88
黄金,2017/3/9,834.1,-2.67,32352990769.29
黄金,2017/3/6,836.77,-3.81,33113892455.77
黄金,2017/3/3,840.58,-4.74,33135381030.29
黄金,2017/3/2,845.32,1.78,33637883556.66
黄金,2017/3/1,843.54,2.37,33629886662.69
黄金,2017/2/17,841.17,-2.37,33581737037.45
黄金,2017/2/15,843.54,2.67,33201137823.7
黄金,2017/2/13,840.87,4.15,33038783922.48
黄金,2017/2/10,836.72,4.14,33039640670.02
黄金,2017/2/8,832.58,5.63,33245970541.26
黄金,2017/2/7,826.95,8.3,32726419533.09
黄金,2017/2/6,818.65,4.15,32286592924.91
黄金,2017/2/3,814.5,3.28,31821586118.28
黄金,2017/2/2,811.22,1.48,31859074946.54
黄金,2017/2/1,809.74,10.67,31324803353.77
黄金,2017/1/25,799.07,-5.04,30692156187.88
黄金,2017/1/24,804.11,-2.96,31449620755.37
黄金,2017/1/23,807.07,-2.08,31463393489.66
黄金,2017/1/20,809.15,1.19,31225324030.99
黄金,2017/1/13,807.96,2.96,30917004200.18
黄金,2017/1/9,805,-8.59,30498244851.12
黄金,2017/1/5,813.59,-0.28,30778153848.86
黄金,2017/1/3,813.87,-8.3,30106338705.19
黄金,2016/12/30,822.17,-1.19,30628886626.9
黄金,2016/12/27,823.36,-1.18,29930210905.8
黄金,2016/12/21,824.54,-3.56,30045544530.63
黄金,2016/12/19,828.1,-8.89,30245072832.6
黄金,2016/12/16,836.99,-5.34,30445809739.38
黄金,2016/12/15,842.33,-7.11,30514344305.78
黄金,2016/12/14,849.44,-6.82,31736515027.89
黄金,2016/12/12,856.26,-1.19,31822686396.24
黄金,2016/12/9,857.45,-3.26,32074572266.61
黄金,2016/12/8,860.71,-2.96,32403084445.19
黄金,2016/12/7,863.67,-6.23,32698328100.4
黄金,2016/12/5,869.9,-0.32,32502666358.44
黄金,2016/12/1,870.22,-13.64,32494309115.88
黄金,2016/11/30,883.86,-1.18,33465899758.92
黄金,2016/11/25,885.04,-6.53,33785836526.4
黄金,2016/11/23,891.57,-13.34,33968311079.15
黄金,2016/11/22,904.91,-3.85,35259818832.78
黄金,2016/11/21,908.76,-6.53,35468880781.28
黄金,2016/11/18,915.29,-5.34,35629086133.93
黄金,2016/11/17,920.63,-5.63,36303480875.91
黄金,2016/11/16,926.26,-1.19,36599061095.28
黄金,2016/11/15,927.45,-1.48,36579248275.53
黄金,2016/11/14,928.93,-5.63,36239428153.92
黄金,2016/11/11,934.56,-7.12,37147062368.5
黄金,2016/11/10,941.68,-13.35,38370476881.44
黄金,2016/11/9,955.03,5.34,39341536785.83
黄金,2016/11/3,949.69,4.43,39722664721.56
黄金,2016/11/1,945.26,2.67,39143635503.56
黄金,2016/10/26,942.59,-14.24,38491620545.85
黄金,2016/10/25,956.83,3.27,39039763749.58
黄金,2016/10/21,953.56,-16.61,38805602479.16
黄金,2016/10/20,970.17,2.96,39656850764
黄金,2016/10/17,967.21,1.78,39012890735.1
黄金,2016/10/14,965.43,3.86,38847695630.5
黄金,2016/10/13,961.57,2.67,38980434079.88
黄金,2016/10/7,958.9,11.27,38803830168.26
黄金,2016/10/5,947.63,-0.32,38672911995.41
黄金,2016/9/30,947.95,-1.19,40293446656.34
黄金,2016/9/27,949.14,-2.08,40482550308.41
黄金,2016/9/23,951.22,0.3,40929233750.29
黄金,2016/9/22,950.92,6.53,40930668345.66
黄金,2016/9/21,944.39,5.64,40255345040.3
黄金,2016/9/20,938.75,-3.86,39644177330.15
黄金,2016/9/16,942.61,10.39,39643685725.92
黄金,2016/9/15,932.22,-3.27,39280664774.67
黄金,2016/9/13,935.49,-4.45,39805581883.33
黄金,2016/9/9,939.94,-10.68,40214349686.8
黄金,2016/9/8,950.62,-1.19,41055491701.1
黄金,2016/9/7,951.81,-0.33,41258690523.7
黄金,2016/9/6,952.14,14.25,40919347161.98
黄金,2016/9/1,937.89,-5.34,39472306940.8
黄金,2016/8/31,943.23,-12.17,39690072751.22
黄金,2016/8/30,955.4,-1.19,40476104748.25
黄金,2016/8/25,956.59,-1.78,40625511358.36
黄金,2016/8/22,958.37,2.38,41152370186.13
黄金,2016/8/18,955.99,-1.79,41487103578.78
黄金,2016/8/17,957.78,-4.45,41358547049.19
黄金,2016/8/16,962.23,1.78,41571415643.04
黄金,2016/8/12,960.45,-11.87,41749483697.4
黄金,2016/8/11,972.32,-0.3,42353699016.49
黄金,2016/8/9,972.62,-1.19,41929766235.9
黄金,2016/8/8,973.81,-6.53,41849924366.09
黄金,2016/8/5,980.34,7.13,42245476552.42
黄金,2016/8/4,973.21,3.56,42638206122.72
黄金,2016/8/3,969.65,-0.32,42362557398.32
黄金,2016/8/2,969.97,5.94,42514270082.98
黄金,2016/8/1,964.03,5.94,41817363399.7
黄金,2016/7/29,958.09,3.86,41325417865.64
黄金,2016/7/26,954.23,-4.46,40577318990.16
黄金,2016/7/25,958.69,-4.45,40463596629.88
黄金,2016/7/21,963.14,-2.08,40901137220.17
黄金,2016/7/18,965.22,2.37,41411262106.66
黄金,2016/7/14,962.85,-2.37,40967508405.32
黄金,2016/7/12,965.22,-16.04,41652921322.17
黄金,2016/7/8,981.26,2.97,42720713153.71
黄金,2016/7/7,978.29,-4.15,42668938221.48
黄金,2016/7/6,982.44,-0.28,43152407587.44
黄金,2016/7/5,982.72,28.81,42663149591.65
黄金,2016/7/1,953.91,3.86,41084252449.04
黄金,2016/6/29,950.05,2.67,40353721700
黄金,2016/6/27,947.38,13.07,40333932201.94
黄金,2016/6/24,934.31,18.41,39506872122.74
黄金,2016/6/22,915.9,3.57,37237376719.23
黄金,2016/6/21,912.33,3.56,37320169137.36
黄金,2016/6/20,908.77,0.89,37443550409.45
黄金,2016/6/17,907.88,5.35,37667845243.64
黄金,2016/6/16,902.53,1.78,38028186212.95
黄金,2016/6/15,900.75,2.08,37158543336.33
黄金,2016/6/14,898.67,2.38,37184399032.77
黄金,2016/6/13,896.29,2.37,36903478933.57
黄金,2016/6/10,893.92,6.54,36654503633.7
黄金,2016/6/9,887.38,6.23,36055954564.78
黄金,2016/6/6,881.15,-0.29,35239869915.76
黄金,2016/6/3,881.44,6.24,35141836498.3
黄金,2016/6/2,875.2,4.46,34102713916.69
黄金,2016/6/1,870.74,2.08,33988176636.34
黄金,2016/5/24,868.66,-3.86,34534145647.02
黄金,2016/5/23,872.52,3.26,34941990241.97
黄金,2016/5/20,869.26,8.92,35044187089.98
黄金,2016/5/19,860.34,4.45,34465234658.56
黄金,2016/5/17,855.89,4.76,35133581446.45
黄金,2016/5/13,851.13,5.94,34636169698.65
黄金,2016/5/12,845.19,3.27,34757441352.59
黄金,2016/5/11,841.92,2.67,34558420613.2
黄金,2016/5/10,839.25,2.38,34069904908.14
黄金,2016/5/9,836.87,2.68,34039681005.41
黄金,2016/5/6,834.19,4.75,34568995184.42
黄金,2016/5/5,829.44,3.9,34138987320.44
黄金,2016/5/4,825.54,0.6,34041103260.67
黄金,2016/5/2,824.94,20.8,34087618782.27
黄金,2016/4/28,804.14,1.49,32462634945.95
黄金,2016/4/25,802.65,-2.38,31962401005.99
黄金,2016/4/19,805.03,-7.43,32486279539.53
黄金,2016/4/15,812.46,5.64,32048363079.53
黄金,2016/4/14,806.82,-3.26,32001002916.57
黄金,2016/4/13,810.08,-5.06,32440991859.34
黄金,2016/4/12,815.14,-2.67,32875669080.32
黄金,2016/4/8,817.81,-1.79,32587977562.63
黄金,2016/4/6,819.6,4.17,32182817155.16
黄金,2016/4/5,815.43,-0.29,32277981145.5
黄金,2016/4/4,815.72,-2.37,31976734251.83
黄金,2016/4/1,818.09,-1.19,31909282359.72
黄金,2016/3/30,819.28,-1.19,32553002143.22
黄金,2016/3/29,820.47,-3.27,32330237787.94
黄金,2016/3/24,823.74,2.08,32328484291.21
黄金,2016/3/21,821.66,2.68,32879224413.19
黄金,2016/3/18,818.98,11.89,32962789107.19
黄金,2016/3/17,807.09,11.89,32858044616.34
黄金,2016/3/16,795.2,2.97,31402599020.66
黄金,2016/3/15,792.23,2.09,31374652092.24
黄金,2016/3/14,790.14,-8.63,31565645401.62
黄金,2016/3/10,798.77,5.95,32521511691.59
黄金,2016/3/9,792.82,2.08,31767360673.78
黄金,2016/3/8,790.74,-2.38,32208011268.61
黄金,2016/3/4,793.12,-0.21,32574077196.06
黄金,2016/3/3,793.33,4.76,31879383423.38
黄金,2016/3/2,788.57,2.37,31408321802.83
黄金,2016/3/1,786.2,8.93,31245634441.14
黄金,2016/2/29,777.27,14.87,30851326851.57
黄金,2016/2/26,762.4,2.08,30056070041.29
黄金,2016/2/24,760.32,8.03,30567434313.61
黄金,2016/2/22,752.29,19.33,29283759353.44
黄金,2016/2/19,732.96,19.33,29006902637.79
黄金,2016/2/18,713.63,2.68,27759042805.85
黄金,2016/2/12,710.95,-5.06,28334467150.85
黄金,2016/2/11,716.01,13.98,28565096829.41
黄金,2016/2/9,702.03,-1.49,26879373269.9
黄金,2016/2/8,703.52,5.06,26987507826.95
黄金,2016/2/5,698.46,4.84,25831001792.29
黄金,2016/2/4,693.62,3.57,25778063976.9
黄金,2016/2/3,690.05,4.46,25105413328.78
黄金,2016/2/2,685.59,4.16,24866148077.45
黄金,2016/2/1,681.43,12.2,24671504799.86
黄金,2016/1/26,669.23,5.06,23953799728.41
黄金,2016/1/22,664.17,2.08,23403276253.5
黄金,2016/1/21,662.09,1.79,23335455567.34
黄金,2016/1/20,660.3,2.38,23384237453.87
黄金,2016/1/15,657.92,3.86,23131971599.71
黄金,2016/1/13,654.06,2.38,22878704097.8
黄金,2016/1/11,651.68,2.09,23059926616.81
黄金,2016/1/8,649.59,4.46,23009946855.63
黄金,2016/1/7,645.13,4.16,22945426055.88
黄金,2016/1/6,640.97,-1.4,22489418957.21
黄金,2015/12/31,642.37,-1.19,21930606052.86
黄金,2015/12/28,643.56,-1.19,22171646155.34
黄金,2015/12/24,644.75,-1.19,22213637849.98
黄金,2015/12/21,645.94,-2.97,22397647746.13
黄金,2015/12/18,648.91,18.74,22162565000.53
黄金,2015/12/17,630.17,-4.46,21256910354.98
黄金,2015/12/7,634.63,-4.17,21948576236.41
黄金,2015/12/3,638.8,-0.22,21675724515.14
黄金,2015/12/2,639.02,-15.78,21674934149.72
黄金,2015/11/27,654.8,-0.89,22253565704.49
黄金,2015/11/23,655.69,-5.06,22561072399.43
黄金,2015/11/20,660.75,-1.19,22974993596.45
黄金,2015/11/12,661.94,-1.49,23138662036.27
黄金,2015/11/10,663.43,-2.68,23184813370.86
黄金,2015/11/9,666.11,-2.98,23332263144.87
黄金,2015/11/6,669.09,-2.68,23422274512.73
黄金,2015/11/5,671.77,-8.34,23892151372.98
黄金,2015/11/4,680.11,-6.19,24372624498.03
黄金,2015/11/3,686.3,-2.98,24771662883.8
黄金,2015/11/2,689.28,-2.98,25121006756.63
黄金,2015/10/30,692.26,-2.08,25416243607.87
黄金,2015/10/28,694.34,-1.2,26324920907.51
黄金,2015/10/23,695.54,-1.78,25961174494.28
黄金,2015/10/19,697.32,3.57,26346266192.84
黄金,2015/10/16,693.75,-6.25,26333637517.3
黄金,2015/10/15,700,5.06,26647891262.03
黄金,2015/10/14,694.94,7.74,26224158395.02
黄金,2015/10/7,687.2,-1.78,25286504589.91
黄金,2015/10/5,688.98,-0.22,25245389339.97
黄金,2015/10/1,689.2,1.78,24786702752.03
黄金,2015/9/30,687.42,3.28,24612169699.11
黄金,2015/9/25,684.14,3.87,25214345700.3
黄金,2015/9/24,680.27,3.87,25243545944.86
黄金,2015/9/23,676.4,0.6,24596639582.44
黄金,2015/9/22,675.8,1.19,24391639382.62
黄金,2015/9/21,674.61,-3.57,24573371906.75
黄金,2015/9/9,678.18,-4.17,24196605362.62
黄金,2015/9/4,682.35,-0.24,24531067447.14
黄金,2015/8/27,682.59,1.49,24549706734
黄金,2015/8/24,681.1,3.27,25537079558
黄金,2015/8/21,677.83,2.39,25197046589.86
黄金,2015/8/20,675.44,3.57,24917575537.21
黄金,2015/8/12,671.87,4.18,24167790294.7
黄金,2015/8/7,667.69,-0.24,23471566552.87
黄金,2015/8/5,667.93,-2.69,23291692289.99
黄金,2015/8/4,670.62,-2.08,23505194733.32
黄金,2015/7/31,672.7,-7.45,23747009589.68
黄金,2015/7/24,680.15,-4.48,23627121798.44
黄金,2015/7/23,684.63,-2.68,24148145141.29
黄金,2015/7/22,687.31,-2.38,24048608794.45
黄金,2015/7/21,689.69,-4.77,24509302764.3
黄金,2015/7/20,694.46,-1.79,24656786754.89
黄金,2015/7/17,696.25,-11.63,25352396656.4
黄金,2015/7/16,707.88,-1.19,26040128124.22
黄金,2015/7/13,709.07,1.49,26303719568.36
黄金,2015/7/9,707.58,-1.79,26482749151.97
黄金,2015/7/8,709.37,-0.28,26418860524.35
黄金,2015/7/2,709.65,-1.79,26574613793.57
黄金,2015/6/26,711.44,-1.79,26763481798.11
黄金,2015/6/25,713.23,6.86,26880406984.01
黄金,2015/6/24,706.37,0.9,26647106724.47
黄金,2015/6/22,705.47,3.57,26880442376
黄金,2015/6/15,701.9,-2.08,26653592995.24
黄金,2015/6/12,703.98,-0.24,26765452364.84
黄金,2015/6/10,704.22,-1.5,26895094641.03
黄金,2015/6/9,705.72,-2.98,26700518039.61
黄金,2015/6/5,708.7,-1.19,26522931945.97
黄金,2015/6/2,709.89,-4.18,27212113549.07
黄金,2015/6/1,714.07,-1.79,27535553642.95
黄金,2015/5/26,715.86,0.6,27272670485.42
黄金,2015/5/20,715.26,-2.98,27828957196.66
黄金,2015/5/18,718.24,-5.67,28245868842.96
黄金,2015/5/14,723.91,-4.41,28504989064.78
黄金,2015/5/8,728.32,-10.75,27758091585.5
黄金,2015/5/7,739.07,-2.68,28191707581.67
黄金,2015/5/1,741.75,2.39,28032517311.57
黄金,2015/4/30,739.36,0.3,28044794460.62
黄金,2015/4/27,739.06,-3.29,28503702117.9
黄金,2015/4/21,742.35,3.29,28520020958.38
黄金,2015/4/17,739.06,2.98,28586407555.24
黄金,2015/4/14,736.08,1.79,28268361935.9
黄金,2015/4/10,734.29,-1.75,28498289018.04
黄金,2015/4/9,736.04,2.98,28259535407.73
黄金,2015/4/7,733.06,-2.39,28527323401.82
黄金,2015/4/6,735.45,-1.79,28325030948.73
黄金,2015/3/26,737.24,-5.97,28507664986.23
黄金,2015/3/25,743.21,-1.19,28558498582.27
黄金,2015/3/20,744.4,-5.37,28306785950.62
黄金,2015/3/18,749.77,1.79,27647587695.7
黄金,2015/3/17,747.98,-2.69,27665995854.05
黄金,2015/3/13,750.67,-0.28,27796780925.45
黄金,2015/3/12,750.95,-2.09,27803121476.21
黄金,2015/3/9,753.04,-3.28,28274882229.44
黄金,2015/3/6,756.32,-4.48,28575487307.11
黄金,2015/3/3,760.8,-2.69,29650768495.67
黄金,2015/3/2,763.49,-7.76,29749730908.43
黄金,2015/2/20,771.25,1.79,29950246279.93
黄金,2015/2/19,769.46,1.5,29911899491.43
黄金,2015/2/18,767.96,-0.3,29767749973.66
黄金,2015/2/13,768.26,-3.25,30435542815.78
黄金,2015/2/12,771.51,-1.8,30306162574.28
黄金,2015/2/5,773.31,5.38,31292638871.86
黄金,2015/2/4,767.93,2.99,31303713217.07
黄金,2015/2/3,764.94,-1.79,31077727515.78
黄金,2015/2/2,766.73,8.36,31354280412.08
黄金,2015/1/29,758.37,5.67,30922060429.29
黄金,2015/1/27,752.7,9.26,31169198430.51
黄金,2015/1/26,743.44,1.79,30612661574.81
黄金,2015/1/23,741.65,1.2,30861750624.47
黄金,2015/1/21,740.45,-1.79,30782931535.85
黄金,2015/1/20,742.24,11.35,30744451346.36
黄金,2015/1/16,730.89,13.74,30011080352.69
黄金,2015/1/15,717.15,9.56,29020451727.05
黄金,2015/1/14,707.59,-0.23,28087831657.08
黄金,2015/1/9,707.82,2.99,27696798547.01
黄金,2015/1/7,704.83,-2.99,27416146761.15
黄金,2015/1/6,707.82,-2.99,27527027850.79
黄金,2015/1/5,710.81,1.79,27409331483.77
黄金,2014/12/31,709.02,-1.79,27324554515.52
黄金,2014/12/30,710.81,-1.49,27548231536.93
黄金,2014/12/26,712.3,-0.6,26943209655.54
黄金,2014/12/23,712.9,-11.65,26938058527.69
黄金,2014/12/19,724.55,2.99,27839848297.58
黄金,2014/12/16,721.56,-1.8,27888303038.13
黄金,2014/12/15,723.36,-2.39,28114908296.51
黄金,2014/12/11,725.75,0.95,28372427265.93
黄金,2014/12/10,724.8,2.99,28623109104.79
黄金,2014/12/9,721.81,2.69,28458925481.46
黄金,2014/12/8,719.12,-1.79,27567038360.54
黄金,2014/12/5,720.91,0.89,27659899890.63
黄金,2014/12/2,720.02,2.39,27649546834.95
黄金,2014/11/28,717.63,-1.19,27276252340.55
黄金,2014/11/26,718.82,-2.09,27663199748.52
黄金,2014/11/19,720.91,-2.1,27711114271.38
黄金,2014/11/17,723.01,2.39,27478365145.94
黄金,2014/11/13,720.62,-2.05,26907896181.7
黄金,2014/11/12,722.67,-1.79,27039077181.41
黄金,2014/11/11,724.46,-0.9,26920187252.53
黄金,2014/11/10,725.36,-1.79,27082092486.31
黄金,2014/11/7,727.15,-5.68,26974648792.04
黄金,2014/11/6,732.83,-2.99,26961941097.64
黄金,2014/11/5,735.82,-3,27001314477.05
黄金,2014/11/4,738.82,-2.39,27693332861.2
黄金,2014/11/3,741.21,0.01,27813120282.8
黄金,2014/10/30,741.2,-1.2,28630526129.95
黄金,2014/10/29,742.4,-1.19,29190235216.47
黄金,2014/10/28,743.59,-1.8,29375065420.2
黄金,2014/10/24,745.39,-4.48,29531132372.08
黄金,2014/10/22,749.87,-2.09,29974739496.38
黄金,2014/10/20,751.96,-8.97,30077227278.24
黄金,2014/10/16,760.93,1.79,30272332550.53
黄金,2014/10/15,759.14,-2.09,30195164727.7
黄金,2014/10/13,761.23,1.79,30071075564.45
黄金,2014/10/10,759.44,-2.64,29756994583.34
黄金,2014/10/8,762.08,-5.39,29802407091.76
黄金,2014/10/2,767.47,-1.19,29885429308.05
黄金,2014/10/1,768.66,-1.2,30049750514.5
黄金,2014/9/30,769.86,-2.39,30096868587.62
黄金,2014/9/26,772.25,-1.2,30123489969.15
黄金,2014/9/23,773.45,-1.2,30376321890.12
黄金,2014/9/22,774.65,-1.79,30211961481.73
黄金,2014/9/19,776.44,-7.78,30438997386.66
黄金,2014/9/16,784.22,-4.18,31060156236.32
黄金,2014/9/11,788.4,-0.32,31455906140.06
黄金,2014/9/10,788.72,3,31703491418.63
黄金,2014/9/4,785.72,-4.79,32103134828.06
黄金,2014/9/3,790.51,-2.69,32146670695.68
黄金,2014/9/2,793.2,-1.8,32294827053.25
黄金,2014/8/29,795,-0.6,32848632296.66
黄金,2014/8/26,795.6,-1.49,32880844224.67
黄金,2014/8/25,797.09,-2.99,32718818666.55
黄金,2014/8/20,800.08,0.89,33300074877.98
黄金,2014/8/19,799.19,1.5,33301607589.12
黄金,2014/8/18,797.69,2.09,33246020937.08
黄金,2014/8/13,795.6,-0.26,33550599807.99
黄金,2014/8/8,795.86,-1.79,33494864508.05
黄金,2014/8/6,797.65,-2.4,33487860750.71
黄金,2014/8/4,800.05,-1.79,33177597400.53
黄金,2014/7/24,801.84,-3.6,33314122214.38
黄金,2014/7/23,805.44,0.6,33858675223.01
黄金,2014/7/22,804.84,1.5,33892093956.73
黄金,2014/7/21,803.34,-1.8,33861706600.76
黄金,2014/7/18,805.14,1.8,33828529787.97
黄金,2014/7/17,803.34,-2.69,33630733760.86
黄金,2014/7/16,806.03,-2.7,33705044100.49
黄金,2014/7/14,808.73,8.68,33948478980.04
黄金,2014/7/10,800.05,-0.23,34466468391.56
黄金,2014/7/8,800.28,2.09,34023377734.11
黄金,2014/7/7,798.19,1.8,33677991017.45
黄金,2014/7/1,796.39,5.69,33975657646.67
黄金,2014/6/30,790.7,5.68,33415478770.44
黄金,2014/6/23,785.02,2.4,33139677686.77
黄金,2014/6/17,782.62,-0.26,31883226965.94
黄金,2014/6/16,782.88,-4.2,32103818200.22
黄金,2014/6/3,787.08,1.8,31432637290.13
黄金,2014/5/27,785.28,8.39,32190124303.48
黄金,2014/5/21,776.89,-3.3,32141847084.94
黄金,2014/5/20,780.19,-1.79,32485494156.66
黄金,2014/5/16,781.98,-0.27,32461206072.33
黄金,2014/5/15,782.25,1.79,32650188435.37
黄金,2014/5/12,780.46,-2.39,32569929441.09
黄金,2014/5/2,782.85,-2.7,32233082656.69
黄金,2014/5/1,785.55,-2.39,32275046123.27
黄金,2014/4/30,787.94,-4.2,32627245219.45
黄金,2014/4/21,792.14,-3,33071658035.22
黄金,2014/4/17,795.14,-3.29,33198242517.36
黄金,2014/4/16,798.43,-8.39,33400431921.35
黄金,2014/4/15,806.82,0.6,33661067100.58
黄金,2014/4/14,806.22,1.8,34355730167
黄金,2014/4/11,804.42,-1.8,34079784527.33
黄金,2014/4/10,806.22,-0.26,34221145210.15
黄金,2014/4/8,806.48,-2.7,33936668221.43
黄金,2014/4/4,809.18,-1.8,33732998206.14
黄金,2014/4/1,810.98,-2.1,33457098648.44
黄金,2014/3/31,813.08,-3.89,33753176183.71
黄金,2014/3/26,816.97,-1.8,34238598727.03
黄金,2014/3/25,818.77,-2.7,34564443087.27
黄金,2014/3/24,821.47,4.5,34606099887.5
黄金,2014/3/21,816.97,4.19,35081024517.72
黄金,2014/3/17,812.78,-3.81,36012916248.53
黄金,2014/3/14,816.59,3.29,36344170039.86
黄金,2014/3/13,813.3,2.1,35772839054.92
黄金,2014/3/12,811.2,-1.5,35609173800.82
黄金,2014/3/10,812.7,7.5,35100933021.63
黄金,2014/3/7,805.2,1.5,34551741443
黄金,2014/2/25,803.7,2.09,34588076468.17
黄金,2014/2/24,801.61,3.3,34388579769.3
黄金,2014/2/21,798.31,2.7,33953018957.92
黄金,2014/2/19,795.61,-5.64,33768622333.06
黄金,2014/2/14,801.25,-5.1,33986718950.77
黄金,2014/2/13,806.35,7.5,33581210266.87
黄金,2014/2/11,798.85,1.8,32910037828.96
黄金,2014/2/4,797.05,3.89,32024744515.57
黄金,2014/1/30,793.16,0.6,31672175378.01
黄金,2014/1/29,792.56,2.1,32196415620.07
黄金,2014/1/23,790.46,-5.39,32087806478.44
黄金,2014/1/22,795.85,-1.2,31744430858.67
黄金,2014/1/17,797.05,7.49,32024677985.55
黄金,2014/1/14,789.56,-3.56,31762468585.83
黄金,2014/1/8,793.12,-1.5,31119558667.71
黄金,2014/1/2,794.62,-3.6,31282692131.29
黄金,2013/12/30,798.22,-3,30899373165.58
黄金,2013/12/27,801.22,-3,31274161771.7
黄金,2013/12/26,804.22,-1.5,30926221124.14
黄金,2013/12/23,805.72,-8.4,31049699685.54
黄金,2013/12/20,814.12,5.4,31276369496.81
黄金,2013/12/19,808.72,-3.9,31088700829.26
黄金,2013/12/18,812.62,-4.2,32140372067.64
黄金,2013/12/17,816.82,-2.08,32339714500.41
黄金,2013/12/16,818.9,-8.7,32490340643.6
黄金,2013/12/12,827.6,-6,32584387238.08
黄金,2013/12/11,833.6,-2.11,33772566237.33
黄金,2013/12/6,835.71,-3,33113922594.96
黄金,2013/12/4,838.71,-2.7,33085282872.35
黄金,2013/12/3,841.41,-1.8,32914937119.89
黄金,2013/11/27,843.21,-5.7,33739906910.53
黄金,2013/11/25,848.91,-3.3,33914281540.99
黄金,2013/11/22,852.21,-4.5,34136366270.68
黄金,2013/11/21,856.71,-3.6,34144953076.76
黄金,2013/11/20,860.31,-2.7,34759113185.94
黄金,2013/11/19,863.01,-1.5,35388898678.84
黄金,2013/11/18,864.51,-1.2,35666243863.19
黄金,2013/11/13,865.71,-2.71,35411572739.82
黄金,2013/11/6,868.42,2.1,36810857523.61
黄金,2013/11/1,866.32,-5.7,36382560915.31
黄金,2013/10/25,872.02,-4.5,37774542000.38
黄金,2013/10/24,876.52,-1.8,37885531290.35
黄金,2013/10/22,878.32,6.6,37632424689.56
黄金,2013/10/21,871.72,-10.51,36915373555.77
黄金,2013/10/17,882.23,-3.3,37411717810.06
黄金,2013/10/16,885.53,-3.6,36249668526.43
黄金,2013/10/14,889.13,-1.85,36741009270.63
黄金,2013/10/11,890.98,-5.4,36231331595.19
黄金,2013/10/10,896.38,-1.8,37402657257.93
黄金,2013/10/8,898.18,-1.81,38373889372.45
黄金,2013/10/3,899.99,-1.8,38062351936.32
黄金,2013/10/2,901.79,-4.2,37856311144.66
黄金,2013/9/27,905.99,-3.6,39047179278.07
黄金,2013/9/23,909.59,-0.6,38677842619.53
黄金,2013/9/20,910.19,-1.81,39472849814.14
黄金,2013/9/19,912,0.88,40027923190.95
黄金,2013/9/13,911.12,-6.01,38600943636.26
黄金,2013/9/9,917.13,-2.1,40965586017.61
黄金,2013/9/3,919.23,-1.8,41343003085.28
黄金,2013/8/27,921.03,0.9,42012112172.47
黄金,2013/8/23,920.13,6.61,40737697245.12
黄金,2013/8/21,913.52,-0.6,40020015488.09
黄金,2013/8/20,914.12,1.8,40325987379.29
黄金,2013/8/19,912.32,-3,40026900375.65
黄金,2013/8/16,915.32,2.4,40285135628.93
黄金,2013/8/15,912.92,-0.31,39020396305.12
黄金,2013/8/14,913.23,2.1,38925399522.38
黄金,2013/8/9,911.13,1.8,38325191283.58
黄金,2013/8/8,909.33,-1.2,37935459343.37
黄金,2013/8/7,910.53,-4.51,37524966046.58
黄金,2013/8/6,915.04,-2.1,37652369160.79
黄金,2013/8/5,917.14,-1.5,38454426588.55
黄金,2013/8/2,918.64,-2.41,38651623804.88
黄金,2013/8/1,921.05,-6.3,38923502753.97
黄金,2013/7/25,927.35,-2.41,39521275234.12
黄金,2013/7/23,929.76,-1.5,39848828044.26
黄金,2013/7/22,931.26,-1.2,39719066805.06
黄金,2013/7/19,932.46,-2.71,38834773784.6
黄金,2013/7/18,935.17,-0.9,38572041672.99
黄金,2013/7/17,936.07,-1.5,39030998634.26
黄金,2013/7/16,937.57,-1.5,38920769924.73
黄金,2013/7/10,939.07,-0.68,37913885843.09
黄金,2013/7/9,939.75,-7.21,37911330905.63
黄金,2013/7/8,946.96,-15.03,37586383133.86
黄金,2013/7/5,961.99,-2.7,37488523012.97
黄金,2013/7/2,964.69,-3.61,38828132716.99
黄金,2013/7/1,968.3,-1.2,38670267460.08
黄金,2013/6/25,969.5,-16.23,39850720922.38
黄金,2013/6/24,985.73,-4.21,40764255081.32
黄金,2013/6/21,989.94,-5.41,41210241476.26
黄金,2013/6/20,995.35,-4.21,41348020663.61
黄金,2013/6/19,999.56,-2.1,44102345658.86
黄金,2013/6/18,1001.66,-1.51,44002477798.26
黄金,2013/6/17,1003.17,-0.36,44649562092.21
黄金,2013/6/13,1003.53,-6.32,44659592431.27
黄金,2013/6/10,1009.85,2.71,44885377597.31
黄金,2013/6/7,1007.14,-0.6,44855561784.28
黄金,2013/6/6,1007.74,-2.71,45336447930.04
黄金,2013/6/4,1010.45,-2.7,45443001669.27
黄金,2013/5/29,1013.15,0.9,45014000484.25
黄金,2013/5/28,1012.25,-3.91,44779128250.53
黄金,2013/5/24,1016.16,-2.41,45403329389.38
