商品,日期,总库存,增持/减持,总价值
黄金,2020/12/31,1170.74,0.88,71157721250.97
黄金,2020/12/28,1169.86,2.33,70409136206.2
黄金,2020/12/22,1167.53,-2.33,70444049622.54
黄金,2020/12/21,1169.86,2.04,70694751353.94
黄金,2020/12/17,1167.82,-2.33,70978031637.49
黄金,2020/12/15,1170.15,-1.17,69612834814
黄金,2020/12/14,1171.32,-4.67,68948685657.56
黄金,2020/12/11,1175.99,-3.79,69636032820.57
黄金,2020/12/7,1179.78,-2.92,70544602956.46
黄金,2020/12/4,1182.7,-7.12,70076877122.12
黄金,2020/12/3,1189.82,-1.46,70067918465.32
黄金,2020/12/1,1191.28,-3.5,69328106012.04
黄金,2020/11/25,1194.78,-4.96,69515345595.01
黄金,2020/11/24,1199.74,-13.43,69395965430.3
黄金,2020/11/23,1213.17,-7,71757010228.12
黄金,2020/11/20,1220.17,2.92,73566447258.66
黄金,2020/11/19,1217.25,-1.75,72673112981.62
黄金,2020/11/18,1219,-7.3,73513328371.03
黄金,2020/11/17,1226.3,-8.02,74464808721.66
黄金,2020/11/13,1234.32,-5.25,75002372613.63
黄金,2020/11/12,1239.57,-1.17,74682934416.82
黄金,2020/11/11,1240.74,-9.05,74199640406.06
黄金,2020/11/9,1249.79,-10.51,74997790179.36
黄金,2020/11/6,1260.3,7.88,78609369247.8
黄金,2020/11/4,1252.42,-3.5,76482486879.02
黄金,2020/11/2,1255.92,-1.75,76284273418.46
黄金,2020/10/30,1257.67,-0.58,76067691780.4
黄金,2020/10/28,1258.25,-8.47,75623273656.32
黄金,2020/10/27,1266.72,2.92,77589024702.02
黄金,2020/10/23,1263.8,-1.75,77330257612.56
黄金,2020/10/22,1265.55,-3.8,77328451256.63
黄金,2020/10/21,1269.35,-0.58,78508060517.52
黄金,2020/10/20,1269.93,-2.92,77493681434.3
黄金,2020/10/19,1272.85,0.29,77967368425.39
黄金,2020/10/16,1272.56,-3.5,77929541481.81
黄金,2020/10/15,1276.06,-1.88,77605480872.89
黄金,2020/10/14,1277.94,0.29,78440855396.66
黄金,2020/10/12,1277.65,6.13,79059286105.33
黄金,2020/10/6,1271.52,-4.08,78190195775.81
黄金,2020/10/2,1275.6,-0.59,78020622965.94
黄金,2020/10/1,1276.19,7.3,78014128043.04
黄金,2020/9/28,1268.89,2.05,76032241844.47
黄金,2020/9/25,1266.84,-0.3,75724847557.6
黄金,2020/9/23,1267.14,-11.09,76302097936.61
黄金,2020/9/22,1278.23,-0.59,78311074798.17
黄金,2020/9/21,1278.82,18.98,78485458288.28
黄金,2020/9/19,1259.84,12.85,79003714778.75
黄金,2020/9/17,1246.99,-0.58,77613255602.51
黄金,2020/9/15,1247.57,-0.43,78176774078.96
黄金,2020/9/11,1248,-4.96,78101951634.07
黄金,2020/9/9,1252.96,2.92,78406488843.3
黄金,2020/9/2,1250.04,-0.59,78223538989.65
黄金,2020/9/1,1250.63,-0.87,79278248778.9
黄金,2020/8/27,1251.5,-0.59,77386630100.39
黄金,2020/8/26,1252.09,3.22,77789940910.43
黄金,2020/8/25,1248.87,-3.51,76715769974.14
黄金,2020/8/17,1252.38,4.09,79422365915.06
黄金,2020/8/14,1248.29,-3.8,78037750256.78
黄金,2020/8/13,1252.09,1.46,78255952254.76
黄金,2020/8/12,1250.63,-7.3,77668913247.29
黄金,2020/8/11,1257.93,-4.19,78436879272.91
黄金,2020/8/7,1262.12,-5.84,82390219670.4
黄金,2020/8/5,1267.96,10.23,83466682811.25
黄金,2020/8/4,1257.73,9.35,79953433205.29
黄金,2020/8/3,1248.38,6.42,78583066753.95
黄金,2020/7/29,1241.96,-1.16,77877098849.71
黄金,2020/7/28,1243.12,8.47,77551587156.29
黄金,2020/7/27,1234.65,5.84,76854922004.97
黄金,2020/7/24,1228.81,1.76,75128526013.12
黄金,2020/7/23,1227.05,2.04,74083189155.72
黄金,2020/7/22,1225.01,5.26,72940390631.07
黄金,2020/7/21,1219.75,7.89,72241633243.13
黄金,2020/7/20,1211.86,4.97,70726914350.79
黄金,2020/7/14,1206.89,2.92,69907974000.13
黄金,2020/7/13,1203.97,3.51,69956195163
黄金,2020/7/10,1200.46,-0.36,69584850962.5
黄金,2020/7/9,1200.82,-1.75,69933079217.32
黄金,2020/7/8,1202.57,3.21,69997347387.74
黄金,2020/7/7,1199.36,7.89,68979926440.51
黄金,2020/7/2,1191.47,9.36,68066100366.39
黄金,2020/7/1,1182.11,3.21,67289092501.62
黄金,2020/6/26,1178.9,3.51,66220842691.13
黄金,2020/6/25,1175.39,-1.46,66362698614.47
黄金,2020/6/24,1176.85,7.6,66805416552.03
黄金,2020/6/23,1169.25,3.21,66481742792.07
黄金,2020/6/22,1166.04,6.73,66035297836.68
黄金,2020/6/19,1159.31,23.09,64646482955.06
黄金,2020/6/12,1136.22,1.17,63317601740.27
黄金,2020/6/11,1135.05,5.55,63426459550.2
黄金,2020/6/10,1129.5,4.9,62528422890.39
黄金,2020/6/9,1124.6,-0.88,61928602902.26
黄金,2020/6/8,1125.48,-2.63,61139909130.19
黄金,2020/6/5,1128.11,-4.1,61034649360.74
黄金,2020/6/4,1132.21,-1.16,61861125233.56
黄金,2020/6/3,1133.37,4.09,62118851914.58
黄金,2020/6/2,1129.28,0.88,63231215112.1
黄金,2020/6/1,1128.4,5.26,62763748979.02
黄金,2020/5/29,1123.14,3.51,62404354161.35
黄金,2020/5/28,1119.63,0.58,61801451264.02
黄金,2020/5/27,1119.05,2.34,60951326690.73
黄金,2020/5/22,1116.71,4.39,62225692437.72
黄金,2020/5/20,1112.32,-1.46,62510067384.63
黄金,2020/5/15,1113.78,9.06,62131923592.42
黄金,2020/5/14,1104.72,12.58,61493604539.03
黄金,2020/5/13,1092.14,8.48,59979549864.93
黄金,2020/5/12,1083.66,2.59,59305325970
黄金,2020/5/11,1081.07,-0.58,59158069076.99
黄金,2020/5/8,1081.65,5.85,59237240356.57
黄金,2020/5/6,1075.8,-0.59,58483986622.37
黄金,2020/5/5,1076.39,4.68,58795022301.19
黄金,2020/5/4,1071.71,3.81,58869021031.75
黄金,2020/5/1,1067.9,11.4,57877464539.79
黄金,2020/4/29,1056.5,8.19,57841148954.8
黄金,2020/4/24,1048.31,5.85,57818777165.7
黄金,2020/4/22,1042.46,9.07,57317991015.37
黄金,2020/4/21,1033.39,3.8,55873016314.64
黄金,2020/4/20,1029.59,7.9,55805350929.14
黄金,2020/4/15,1021.69,4.1,56446153544.71
黄金,2020/4/14,1017.59,7.89,56981128210.14
黄金,2020/4/13,1009.7,15.51,54551056391.19
黄金,2020/4/9,994.19,5.56,53715616707.47
黄金,2020/4/8,988.63,2.92,52371694617.37
黄金,2020/4/7,985.71,1.45,52263226181.81
黄金,2020/4/6,984.26,5.27,52140655832.44
黄金,2020/4/3,978.99,7.02,50755315843.95
黄金,2020/4/2,971.97,3.22,50507327215.88
黄金,2020/4/1,968.75,1.75,49086943466.56
黄金,2020/3/31,967,2.64,50005812860.31
黄金,2020/3/30,964.36,-0.3,50160042640.17
黄金,2020/3/27,964.66,11.12,50145895505.31
黄金,2020/3/26,953.54,4.39,50104799693.52
黄金,2020/3/25,949.15,13.17,48979012722.51
黄金,2020/3/24,935.98,11.99,48308933652.44
黄金,2020/3/23,923.99,15.8,45303146956.94
黄金,2020/3/20,908.19,-14.04,43624513376.8
黄金,2020/3/19,922.23,-1.46,43702360961.65
黄金,2020/3/18,923.69,-6.15,44483444949.89
黄金,2020/3/16,929.84,-1.75,44466528879.85
黄金,2020/3/13,931.59,-12.59,46801387275.12
黄金,2020/3/12,944.18,-9.08,47659267578.06
黄金,2020/3/11,953.26,-8.77,50663238252.46
黄金,2020/3/10,962.03,-1.76,51190910174.56
黄金,2020/3/9,963.79,8.19,51805520183.92
黄金,2020/3/6,955.6,21.08,51709147154.98
黄金,2020/3/3,934.52,3.51,48522517379.25
黄金,2020/3/2,931.01,-3.22,47866192731.43
黄金,2020/2/27,934.23,-1.47,49606286738.19
黄金,2020/2/26,935.7,-4.39,49170129938.53
黄金,2020/2/25,940.09,6.15,49866903312.7
黄金,2020/2/20,933.94,2.34,48603633269.14
黄金,2020/2/19,931.6,1.76,48038986932.23
黄金,2020/2/18,929.84,5.85,47519930706.95
黄金,2020/2/14,923.99,1.76,46971717887.17
黄金,2020/2/11,922.23,6.15,46560755717.36
黄金,2020/2/7,916.08,1.17,46315698733.47
黄金,2020/2/6,914.91,2.33,45688312091.12
黄金,2020/2/4,912.58,9.37,45705396445.72
黄金,2020/1/31,903.21,-0.29,45988680870.17
黄金,2020/1/29,903.5,4.09,45692324504.18
黄金,2020/1/27,899.41,-1.17,45678259727.49
黄金,2020/1/23,900.58,1.76,45241724267.89
黄金,2020/1/17,898.82,19.33,45003239813.03
黄金,2020/1/16,879.49,1.17,43949665862.43
黄金,2020/1/15,878.32,3.8,43734878394.79
黄金,2020/1/10,874.52,-7.6,43677015062.96
黄金,2020/1/9,882.12,-4.69,43962348788.27
黄金,2020/1/8,886.81,-9.37,44800890912.41
黄金,2020/1/6,896.18,0.88,45308627924.57
黄金,2020/1/2,895.3,2.05,43942046964.94
黄金,2019/12/27,893.25,0.88,43396237993.26
黄金,2019/12/26,892.37,3.51,42761550710.36
黄金,2019/12/24,888.86,2.93,42594018617.99
黄金,2019/12/20,885.93,2.64,42117945975.11
黄金,2019/12/18,883.29,2.63,41852938313.48
黄金,2019/12/17,880.66,-5.56,41778009709.07
黄金,2019/12/11,886.22,0.29,41788385853.03
黄金,2019/12/10,885.93,-0.3,41722333583.66
黄金,2019/12/6,886.23,-2.34,41573140126.51
黄金,2019/12/4,888.57,-0.59,42125419808.36
黄金,2019/12/2,889.16,-6.44,41755337287.91
黄金,2019/11/29,895.6,-0.88,42030695561.98
黄金,2019/11/25,896.48,4.69,42023350304.68
黄金,2019/11/18,891.79,-4.98,42071978362.91
黄金,2019/11/13,896.77,-0.32,42172375615.4
黄金,2019/11/12,897.09,-4.1,41859896636.96
黄金,2019/11/8,901.19,-13.19,42403849415.36
黄金,2019/11/7,914.38,-1.47,43615970327.23
黄金,2019/11/5,915.85,1.18,43825238747.95
黄金,2019/11/2,914.67,-0.88,44354799405.16
黄金,2019/10/30,915.55,-1.76,43906839365.17
黄金,2019/10/29,917.31,-1.17,43833890585.62
黄金,2019/10/23,918.48,-1.18,44120217405.82
黄金,2019/10/22,919.66,-4.98,43907962483.56
黄金,2019/10/18,924.64,6.45,44286078486.23
黄金,2019/10/16,918.19,-1.47,43833481725.47
黄金,2019/10/15,919.66,-2.05,43983771540.71
黄金,2019/10/10,921.71,-2.05,44291756393.4
黄金,2019/10/2,923.76,2.93,44314844183.17
黄金,2019/9/30,920.83,-2.05,43959000423.64
黄金,2019/9/27,922.88,-2.06,44194939063.03
黄金,2019/9/25,924.94,16.42,45449525166.16
黄金,2019/9/23,908.52,14.37,44449289488.24
黄金,2019/9/20,894.15,10.55,43166969508.88
黄金,2019/9/18,883.6,3.23,42703678824.65
黄金,2019/9/17,880.37,5.86,42508613832.04
黄金,2019/9/13,874.51,-5.86,42255378249.73
黄金,2019/9/12,880.37,-2.05,42881735437.13
黄金,2019/9/9,882.42,-7.33,42812901648.28
黄金,2019/9/5,889.75,-6.15,43739783696.07
黄金,2019/9/4,895.9,5.86,44518266869.06
黄金,2019/9/3,890.04,11.73,43991132588.31
黄金,2019/8/30,878.31,-2.05,43146197681.54
黄金,2019/8/29,880.36,-2.05,43581539904.37
黄金,2019/8/28,882.41,9.09,43597145242.25
黄金,2019/8/27,873.32,13.49,43030384319.68
黄金,2019/8/23,859.83,4.99,41561484564.62
黄金,2019/8/22,854.84,2.93,41272780804.56
黄金,2019/8/21,851.91,6.74,41164463122.39
黄金,2019/8/20,845.17,1.76,40874208345.31
黄金,2019/8/16,843.41,-0.88,41081020027.65
黄金,2019/8/14,844.29,7.63,41070499427.45
黄金,2019/8/13,836.66,-11.11,40300455994.54
黄金,2019/8/12,847.77,7.92,40995452451.19
黄金,2019/8/8,839.85,-5.57,40372423147.01
黄金,2019/8/7,845.42,8.5,40920856249.53
黄金,2019/8/6,836.92,1.76,39411557309.24
黄金,2019/8/5,835.16,4.4,39329074797.15
黄金,2019/8/2,830.76,2.94,38495383712.87
黄金,2019/8/1,827.82,4.4,37429619000.92
黄金,2019/7/31,823.42,-1.47,37780337178.17
黄金,2019/7/29,824.89,6.75,37623057947.04
黄金,2019/7/26,818.14,-1.18,37351958927.77
黄金,2019/7/25,819.32,-2.93,37292688518.95
黄金,2019/7/24,822.25,-0.88,37713500924.98
黄金,2019/7/23,823.13,-2.05,37717242895.09
黄金,2019/7/22,825.18,4.69,37870149384.01
黄金,2019/7/19,820.49,5.87,37971152817.72
黄金,2019/7/18,814.62,11.44,37117207525.67
黄金,2019/7/17,803.18,3.81,36412805731.31
黄金,2019/7/16,799.37,-1.17,36227401828.88
黄金,2019/7/10,800.54,6.46,36243090649.92
黄金,2019/7/9,794.08,-1.72,35523564238.18
黄金,2019/7/8,795.8,-1.17,35808350593.02
黄金,2019/7/5,796.97,-1.47,35568968892.5
黄金,2019/7/2,798.44,-1.76,35697268862.49
黄金,2019/7/1,800.2,6.16,35751964046.42
黄金,2019/6/28,794.04,-1.76,35960222262.16
黄金,2019/6/27,795.8,-2.05,35874074031.68
黄金,2019/6/26,797.85,-1.76,36004292709.22
黄金,2019/6/25,799.61,-2.35,36789862403.43
黄金,2019/6/24,801.96,2.93,36235668493.43
黄金,2019/6/21,799.03,34.93,35884571277.99
黄金,2019/6/14,764.1,4.4,33190724877.77
黄金,2019/6/12,759.7,3.52,32538545577.81
黄金,2019/6/11,756.18,-0.24,32192315858.46
黄金,2019/6/7,756.42,-1.17,32591363486.3
黄金,2019/6/5,757.59,-2.06,32506283744.28
黄金,2019/6/3,759.65,16.44,32156789196.58
黄金,2019/5/31,743.21,2.35,30946787277.06
黄金,2019/5/29,740.86,3.52,30518552131.94
黄金,2019/5/28,737.34,-1.47,30294315530.98
黄金,2019/5/22,738.81,-0.88,30249750160.17
黄金,2019/5/21,739.69,3.52,30223129352.12
黄金,2019/5/17,736.17,2.94,30308878248.08
黄金,2019/5/15,733.23,-3.23,30620051178.16
黄金,2019/5/13,736.46,3.23,30672742530.09
黄金,2019/5/10,733.23,-6.71,30338833018.57
黄金,2019/5/7,739.94,0.3,30466781606.07
黄金,2019/5/6,739.64,-1.18,30392002802.79
黄金,2019/5/3,740.82,-4.7,30441283193.61
黄金,2019/5/2,745.52,-1.17,30452578470.86
黄金,2019/4/26,746.69,-1.18,30820685186.16
黄金,2019/4/24,747.87,-1.76,30568098833.3
黄金,2019/4/23,749.63,-2.05,30588654811.04
黄金,2019/4/18,751.68,-1.18,30824082861.1
黄金,2019/4/17,752.86,0.59,30876233410.5
黄金,2019/4/16,752.27,-1.76,30864570823.63
黄金,2019/4/15,754.03,-3.82,31162679485.33
黄金,2019/4/9,757.85,-2.64,31745315357.2
黄金,2019/4/8,760.49,-1.18,31783051995.36
黄金,2019/4/5,761.67,-0.88,31550355858.95
黄金,2019/4/4,762.55,-1.74,31457265775.24
黄金,2019/4/3,764.29,-3.81,31697578486.5
黄金,2019/4/2,768.1,-4.7,31852650265.68
黄金,2019/4/1,772.8,-11.46,32127476534.8
黄金,2019/3/26,784.26,3.23,33180938043.25
黄金,2019/3/22,781.03,2.94,32920078774.99
黄金,2019/3/19,778.09,-1.18,32707242623.75
黄金,2019/3/18,779.27,8.23,32704394537.49
黄金,2019/3/15,771.04,-1.42,32308103614.68
黄金,2019/3/12,772.46,2.93,32198227535.23
黄金,2019/3/11,769.53,2.94,31969672787.38
黄金,2019/3/4,766.59,-5.87,31668845577.72
黄金,2019/3/1,772.46,-11.76,32572150795.5
黄金,2019/2/28,784.22,-4.11,33249820488.57
黄金,2019/2/25,788.33,-1.18,33727009562.33
黄金,2019/2/21,789.51,-4.99,33783866219.45
黄金,2019/2/20,794.5,2.05,34317361392.09
黄金,2019/2/19,792.45,-0.58,33984276325.69
黄金,2019/2/15,793.03,-3.82,33562221934.71
黄金,2019/2/13,796.85,-2.04,33628601678.87
黄金,2019/2/12,798.89,-3.23,33631480152.47
黄金,2019/2/8,802.12,-1.17,33894198132.23
黄金,2019/2/7,803.29,-6.47,33819008898.21
黄金,2019/2/6,809.76,-2.06,34154200122.94
黄金,2019/2/5,811.82,-1.47,34288368380.19
黄金,2019/2/4,813.29,-4.11,34297235582.13
黄金,2019/2/1,817.4,-6.47,34644102575.93
黄金,2019/1/29,823.87,8.23,34624068366.41
黄金,2019/1/28,815.64,5.88,34136843212.88
黄金,2019/1/18,809.76,12.05,33427076087.88
黄金,2019/1/10,797.71,-1.47,33129815333.36
黄金,2019/1/9,799.18,2.65,33106445395.94
黄金,2019/1/8,796.53,-0.25,32942123162.07
黄金,2019/1/7,796.78,-1.47,33089784156.75
黄金,2019/1/4,798.25,2.94,32836265737.76
黄金,2019/1/2,795.31,7.64,32792707670.77
黄金,2018/12/27,787.67,-2.35,32102192156.74
黄金,2018/12/26,790.02,15.88,32026994225.47
黄金,2018/12/24,774.14,1.47,31383803588.37
黄金,2018/12/21,772.67,3.53,31248201282.83
黄金,2018/12/20,769.14,-2.65,31145367977.48
黄金,2018/12/18,771.79,8.23,30919498162.91
黄金,2018/12/11,763.56,3.24,30567350905.16
黄金,2018/12/10,760.32,0.59,30439384055.55
黄金,2018/12/7,759.73,1.52,30366758506.27
黄金,2018/12/3,758.21,-3.53,29980639996.8
黄金,2018/11/26,761.74,-1.18,29953552951.19
黄金,2018/11/21,762.92,2.06,30067703499.35
黄金,2018/11/19,760.86,1.18,29877108945.66
黄金,2018/11/16,759.68,-1.47,29851416189.29
黄金,2018/11/13,761.15,-0.85,29413419012.82
黄金,2018/11/12,762,6.77,29521002619.93
黄金,2018/11/7,755.23,-1.47,29852826660.84
黄金,2018/11/6,756.7,-0.59,29951466897.03
黄金,2018/11/5,757.29,-1.77,29990920857.03
黄金,2018/11/2,759.06,-1.76,30058184511.67
黄金,2018/11/1,760.82,6.76,30105206402.08
黄金,2018/10/31,754.06,-0.88,29444925919.58
黄金,2018/10/29,754.94,5.3,29864765027.38
黄金,2018/10/24,749.64,1.76,29650789705.47
黄金,2018/10/22,747.88,2.06,29383219740.85
黄金,2018/10/19,745.82,-2.94,29436322577.84
黄金,2018/10/15,748.76,4.12,29604337339.36
黄金,2018/10/12,744.64,5.65,29198185849.73
黄金,2018/10/10,738.99,8.82,28227896056.48
黄金,2018/10/5,730.17,-1.47,28248873815.32
黄金,2018/10/3,731.64,-6.18,28245288073.78
黄金,2018/10/2,737.82,-2.35,28567318304.03
黄金,2018/10/1,740.17,-2.06,28293540792.04
黄金,2018/9/18,742.23,-0.3,28635304365.5
黄金,2018/9/13,742.53,-2.65,28877415183.87
黄金,2018/9/11,745.18,-0.26,28503133281.66
黄金,2018/9/7,745.44,-1.47,28721288254.6
黄金,2018/9/4,746.91,-8.25,28585661286.67
黄金,2018/8/31,755.16,-2.65,29184188584.87
黄金,2018/8/30,757.81,-2.06,29161474049.4
黄金,2018/8/28,759.87,-4.71,29606689050.07
黄金,2018/8/24,764.58,-2.65,29433922323.3
黄金,2018/8/23,767.23,-1.47,29404320081.88
黄金,2018/8/21,768.7,-3.54,29426804847.69
黄金,2018/8/17,772.24,-1.17,29251794548.39
黄金,2018/8/16,773.41,-1.18,29346472804.17
黄金,2018/8/15,774.59,-2.06,29431342522.68
黄金,2018/8/14,776.65,-7.95,29884552659.59
黄金,2018/8/13,784.6,-1.48,30275375071.83
黄金,2018/8/8,786.08,-1.45,30566388606.85
黄金,2018/8/7,787.53,-1.18,30683429451.33
黄金,2018/8/6,788.71,-6.18,30661216179.62
黄金,2018/8/3,794.89,-2.07,31072712731.33
黄金,2018/8/1,796.96,-3.24,31223195869.46
黄金,2018/7/25,800.2,-2.35,31674168910.35
黄金,2018/7/23,802.55,4.42,31599152066.29
黄金,2018/7/19,798.13,4.12,31236638682.24
黄金,2018/7/16,794.01,-1.18,31677426669.69
黄金,2018/7/12,795.19,-3.83,31848551791.69
黄金,2018/7/10,799.02,-1.75,32210739276.58
黄金,2018/7/9,800.77,-1.47,32477730184.14
黄金,2018/7/6,802.24,-1.18,32365751295.02
黄金,2018/7/3,803.42,-5.89,32321387950.58
黄金,2018/7/2,809.31,-9.73,32456098999.55
黄金,2018/6/29,819.04,-1.47,32917002923.51
黄金,2018/6/28,820.51,-1.18,33005607055.05
黄金,2018/6/27,821.69,-2.94,33133966254.46
黄金,2018/6/26,824.63,4.42,33404298563.52
黄金,2018/6/25,820.21,-4.42,33447097104.71
黄金,2018/6/21,824.63,-4.13,33561239383.08
黄金,2018/6/8,828.76,-3.83,34589373373.78
黄金,2018/6/6,832.59,-3.54,34799564829.61
黄金,2018/6/5,836.13,-0.29,34731366465.31
黄金,2018/6/1,836.42,-10.61,34801464374.46
黄金,2018/5/31,847.03,-4.42,35536215806.16
黄金,2018/5/29,851.45,2.95,35452888971.84
黄金,2018/5/25,848.5,-3.54,35549927580.91
黄金,2018/5/21,852.04,-3.24,35284694471.85
黄金,2018/5/18,855.28,-0.89,35418785622.68
黄金,2018/5/14,856.17,-1.47,36325436047.92
黄金,2018/5/11,857.64,-5.31,36513262018.73
黄金,2018/5/9,862.95,-1.18,36448679916.32
黄金,2018/5/4,864.13,-1.46,36376851637.92
黄金,2018/5/3,865.59,-1.18,36584133124.96
黄金,2018/5/1,866.77,-4.43,36413244079.79
黄金,2018/4/25,871.2,5.31,37009058095.52
黄金,2018/4/12,865.89,5.9,37337287608.13
黄金,2018/4/6,859.99,5.9,36804734681.53
黄金,2018/4/5,854.09,2.06,36456592384.68
黄金,2018/4/4,852.03,-0.28,36631849139.45
黄金,2018/4/2,852.31,6.19,36264084925.91
黄金,2018/3/27,846.12,-1.18,36481635144.13
黄金,2018/3/26,847.3,-3.24,36831210715.44
黄金,2018/3/20,850.54,-0.3,35842571105.35
黄金,2018/3/19,850.84,10.62,35893693816.77
黄金,2018/3/16,840.22,2.07,35384676988.09
黄金,2018/3/15,838.15,4.42,35531188891.21
黄金,2018/3/7,833.73,-0.25,35632169801.14
黄金,2018/3/1,833.98,2.95,35053993733.79
黄金,2018/2/26,831.03,1.77,35619112778.76
黄金,2018/2/23,829.26,1.47,35396412853.15
黄金,2018/2/20,827.79,3.25,35651301885.79
黄金,2018/2/16,824.54,3.24,35837804833.32
黄金,2018/2/15,821.3,-2.36,35706344250.98
黄金,2018/2/13,823.66,2.95,35092118876.61
黄金,2018/2/9,820.71,-5.6,34671062296.83
黄金,2018/2/8,826.31,-0.59,34944185349.77
黄金,2018/2/7,826.9,-2.36,35214118039.89
黄金,2018/2/6,829.26,-12.09,35495011451.58
黄金,2018/1/31,841.35,-4.13,36371885201.62
黄金,2018/1/30,845.48,-1.19,36546877183.85
黄金,2018/1/29,846.67,-1.47,36569739190.01
黄金,2018/1/26,848.14,-1.18,36888301739.35
黄金,2018/1/23,849.32,2.65,36401571432.15
黄金,2018/1/19,846.67,5.91,36331482088.47
黄金,2018/1/18,840.76,11.8,36004183642.96
黄金,2018/1/10,828.96,-2.95,35169800908
黄金,2018/1/9,831.91,-2.95,35061402927.4
黄金,2018/1/5,834.86,-1.18,35352446749.35
黄金,2018/1/4,836.04,-0.28,35331607413.25
黄金,2018/1/2,836.32,-1.18,35266505414.92
黄金,2017/12/22,837.5,1.48,34135729343.16
黄金,2017/12/19,836.02,-1.18,33869697350.61
黄金,2017/12/18,837.2,-7.09,33924653720.41
黄金,2017/12/13,844.29,1.48,33726465819.33
黄金,2017/12/7,842.81,-2.66,34004355206.94
黄金,2017/12/5,845.47,-1.46,34419501154.73
黄金,2017/12/4,846.93,-1.18,34662659691.22
黄金,2017/12/1,848.11,8.56,34768061663.17
黄金,2017/11/28,839.55,-2.66,34859328635.37
黄金,2017/11/27,842.21,-1.18,35052690979.76
黄金,2017/11/13,843.39,0.3,34647607428
黄金,2017/11/8,843.09,-1.18,34801369988.21
黄金,2017/11/7,844.27,-1.18,34622515997.56
黄金,2017/11/6,845.45,-0.3,34543596549.28
黄金,2017/11/3,845.75,-0.29,34444121116.94
黄金,2017/11/2,846.04,-3.55,34782946911.56
黄金,2017/11/1,849.59,-1.18,34870391799.31
黄金,2017/10/27,850.77,-1.18,34630868182.75
黄金,2017/10/26,851.95,-1.18,34879318046.48
黄金,2017/10/13,853.13,-5.32,35641770050.33
黄金,2017/10/9,858.45,4.43,35290093946.3
黄金,2017/10/6,854.02,2.96,34643611943.34
黄金,2017/10/5,851.06,-3.24,34871620391.59
黄金,2017/10/3,854.3,-5.03,34904202417.82
黄金,2017/10/2,859.33,-5.32,35177595228.44
黄金,2017/9/27,864.65,2.07,35643387633.39
黄金,2017/9/26,862.58,6.5,36043799978.94
黄金,2017/9/22,856.08,3.85,35629114387.52
黄金,2017/9/21,852.23,6.2,35395585245.43
黄金,2017/9/19,846.03,2.07,35614548370.58
黄金,2017/9/18,843.96,5.32,35595665510.05
黄金,2017/9/12,838.64,2.96,35761856804.45
黄金,2017/9/11,835.68,1.18,35843076315.55
黄金,2017/9/8,834.5,-2.37,36116847047.76
黄金,2017/9/7,836.87,-0.25,36145602495.05
黄金,2017/9/6,837.12,-2.96,35993932363.92
黄金,2017/9/5,840.08,8.87,36059348679.91
黄金,2017/9/1,831.21,14.78,35275255301.66
黄金,2017/8/29,816.43,2.07,34603002259.17
黄金,2017/8/28,814.36,9.16,33642461959.51
黄金,2017/8/25,805.2,5.91,33264864123.6
黄金,2017/8/18,799.29,3.85,33292908863.75
黄金,2017/8/16,795.44,4.43,32544023488.67
黄金,2017/8/14,791.01,4.14,32606132655.74
黄金,2017/8/7,786.87,-0.27,31823210422.59
黄金,2017/8/4,787.14,-4.74,31816664279.46
黄金,2017/7/27,791.88,-3.54,32097358383.39
黄金,2017/7/26,795.42,-5.03,31909134538.91
黄金,2017/7/25,800.45,-9.17,32273350088.26
黄金,2017/7/24,809.62,-4.14,32673366647
黄金,2017/7/21,813.76,-2.36,32658427435.66
黄金,2017/7/19,816.12,-5.33,32586183268.4
黄金,2017/7/18,821.45,-5.62,32762163807.22
黄金,2017/7/17,827.07,-1.77,32809850887.2
黄金,2017/7/13,828.84,-3.55,32476645401.14
黄金,2017/7/10,832.39,-2.96,32429466295.38
黄金,2017/7/7,835.35,-5.32,32634971540.53
黄金,2017/7/5,840.67,-5.62,32969462981.2
黄金,2017/7/3,846.29,-6.21,33434205177.89
黄金,2017/6/30,852.5,-1.18,34037130102.89
黄金,2017/6/26,853.68,2.66,34168226345.3
黄金,2017/6/23,851.02,-2.96,34348686411.87
黄金,2017/6/21,853.98,0.3,34106449180.34
黄金,2017/6/15,853.68,-1.19,34427619217.22
黄金,2017/6/14,854.87,-12.13,35051537990.86
黄金,2017/6/8,867,2.07,35484403875.57
黄金,2017/6/7,864.93,9.77,35897784703.12
黄金,2017/6/6,855.16,4.16,35561631729.45
黄金,2017/6/2,851,3.55,34871052388.79
黄金,2017/5/23,847.45,-5.03,34327391328.91
黄金,2017/5/22,852.48,1.77,34494598849.43
黄金,2017/5/18,850.71,-1.18,34343552201.85
黄金,2017/5/8,851.89,-1.19,33680198040.63
黄金,2017/5/4,853.08,-0.28,33691458768.74
黄金,2017/4/27,853.36,-0.89,34636545757.34
黄金,2017/4/25,854.25,-5.92,34810685115.38
黄金,2017/4/24,860.17,1.48,35096639703.99
黄金,2017/4/21,858.69,4.44,35381108419.69
黄金,2017/4/20,854.25,-6.51,35205354679.07
黄金,2017/4/19,860.76,11.84,35389800271.74
黄金,2017/4/13,848.92,6.51,35044339339.18
黄金,2017/4/11,842.41,4.15,33929802002.3
黄金,2017/4/10,838.26,1.77,33686396046.37
黄金,2017/4/7,836.49,-0.27,34057175788.02
